Doc Id,Contents of file after Preprocessing
cranfield0166,"['flow', 'chemically', 'reacting', 'gas', 'mixtures', 'suitable', 'forms', 'equations', 'flow', 'inviscid', 'nonheat-conducting', 'gas', 'chemical', 'reactions', 'occurring', 'derived', 'effects', 'mass', 'diffusion', 'nonequilibrium', 'amongst', 'internal', 'modes', 'molecules', 'neglected', 'special', 'attention', 'given', 'speeds', 'sound', 'gas', 'mixture', 'general', 'expression', 'ratio', 'frozen', 'equilibrium', 'sound', 'speeds', 'deduced', 'example', 'given', 'ideal', 'dissociating', 'gas', 'significance', 'velocity', 'defined', 'ratio', 'convective', 'derivatives', 'pressure', 'density', 'explained', 'velocity', 'exists', 'throat', 'convergentdivergent', 'duct', 'maximum', 'mass', 'flow', 'conditions', 'shown', 'velocity', 'depends', 'nozzle', 'geometry', 'well', ""'reservoir"", 'conditions', 'illustration', 'phenomena', 'sound', 'absorption', 'dispersion', 'discussed', 'ideal', 'dissociating', 'gas', 'results', 'concisely', 'expressed', 'terms', 'frozen', 'equilibrium', 'sound', 'speeds', 'frequency', 'harmonic', 'sound', 'vibration', 'characteristic', 'time', 'rate', 'progress', 'reaction']"
cranfield0502,"['squire', ""'s"", 'test', 'compressibility', 'transformation', 'discussion', 'previous', 'application', 'squire', 'author', ""'s"", 'compressibility', 'transformation', 'correlation', 'high-speed', 'boundary-layer', 'data', 'air', 'helium', 'squire', ""'s"", 'suggestion', 'compressibility', 'transformation', 'invalid', 'shown', 'incorrect']"
cranfield0730,"['bending', 'clamped', 'plate', 'present', 'paper', 'contains', 'application', 'recently', 'developed', 'variational', 'method', 'boundary', 'value', 'problem', 'bending', 'clamped', 'plate', 'arbitrary', 'shape', 'shown', 'problem', 'linked', 'simpler', 'problem', 'equilibrium', 'membrane', 'chain', 'intermediate', 'problems', 'solved', 'explicitly', 'finite', 'form', 'terms', 'membrane', 'problem', 'intermediate', 'problems', 'deflection', 'converges', 'uniformly', 'domain', 'plate', 'clamped', 'plate', 'derivatives', 'orders', 'deflection', 'converge', 'uniformly', 'every', 'domain', 'completely', 'interior', 'plate', 'ritz', 'method', 'even', 'convergence', 'slopes', 'guaranteed', 'method', 'yields', 'numerical', 'results', 'plates', 'shapes', 'membrane', 'problem', 'shall', 'call', 'base', 'problem', 'admits', 'explicit', 'solution', 'example', 'shall', 'consider', 'clamped', 'square', 'plate', 'uniform', 'load', 'problem', 'object', 'numerous', 'investigations', 'theoretical', 'others', 'purely', 'numerical', 'use', 'infinite', 'simple', 'double', 'series', 'operate', 'infinite', 'number', 'linear', 'equations', 'infinite', 'number', 'unknowns', 'inspection', 'general', 'formulae', 'derived', 'present', 'paper', 'formulae', 'become', 'simple', 'numerical', 'applications', 'would', 'show', 'numerical', 'methods', 'might', 'rendered', 'rigorous', 'convergence', 'higher', 'derivatives', 'great', 'practical', 'interest', 'approximate', 'computation', 'stresses']"
cranfield0962,"['contributions', 'theory', 'heat', 'transfer', 'laminar', 'boundary', 'layer', 'approximation', 'heat', 'transfer', 'rate', 'across', 'laminar', 'incompressible', 'boundary', 'layer', 'arbitrary', 'distribution', 'main', 'stream', 'velocity', 'wall', 'temperature', 'obtained', 'using', 'energy', 'equation', 'von', 'mises', ""'s"", 'form', 'approximating', 'coefficients', 'manner', 'closely', 'correct', 'near', 'surface', 'heat', 'transfer', 'rate', 'portion', 'surface', 'length', 'l', 'breadth', 'given', 'k', 'thermal', 'conductivity', 'fluid', 'prandtl', 'number', 'p', 'density', 'u', 'viscosity', 'r', 'x', 'skin', 'friction', 'x', 'excess', 'wall', 'temperature', 'main', 'stream', 'temperature', 'critical', 'appraisement', 'formula', 'indicates', 'accurate', 'large', 'order', '0.7', 'gases', 'constant', 'replaced', '0.73', 'error', 'exceed', 'yields', 'formula', 'nusselt', 'number', 'terms', 'reynolds', 'number', 'r', 'mean', 'square', 'root', 'skin', 'friction', 'coefficient', 'c', 'case', 'uniform', 'wall', 'temperature', 'however', 'boundary', 'layer', 'uniform', 'main', 'stream', 'original', 'formula', 'accurate', 'within', '3', 'percent', 'even', 'known', 'transformations', 'expression', 'deducted', 'heat', 'transfer', 'surface', 'arbitrary', 'temperature', 'distribution', 'along', 'uniform', 'stream', 'outside', 'arbitrary', 'mach', 'number', 'equation', '42', 'temperature', 'distribution', 'along', 'surface', 'deduced', 'case', 'importance', 'high', 'mach', 'numbers', 'heat', 'transfer', 'balanced', 'entirely', 'radiation', 'calculation', 'includes', 'solution', 'non-linear', 'integral', 'equation', 'gives', 'higher', 'temperatures', 'near', 'nose', 'lower', 'ones', 'farther', 'back', 'figure', '2', 'found', 'theory', 'assumes', 'wall', 'temperature', 'uniform', 'averages', 'heat', 'transfer', 'balance', 'effect', 'considerably', 'mitigated', 'bodies', 'high', 'thermal', 'conductivity.', 'author', 'position', 'say', 'whether', 'appreciable', 'metal', 'projectiles', 'stony', 'meteorites', 'certain', 'stage', 'flight', 'atmosphere', 'indicates', 'melting', 'nose', 're-solidification', 'farther', 'back', 'may', 'occur', 'shape', 'constitution', 'affords', 'evidence', 'appendix', 'shows', 'method', 'approximating', 'solving', 'von', 'mises', ""'s"", 'equation', 'could', 'used', 'determine', 'skin', 'friction', 'well', 'heat', 'transfer', 'rate', 'line', 'seems', 'advantage', 'established', 'approximate', 'methods']"
cranfield0708,"['aerodynamic', 'characteristics', 'two', 'winged', 'reentry', 'vehicles', 'supersonic', 'hypersonic', 'speeds', 'tests', 'conducted', 'langley', 'research', 'center', 'two', 'winged', 'lifting', 'hypersonic', 'reentry', 'glider', 'configurations', 'performance', 'stability', 'control', 'data', 'presented', 'mach', 'numbers', '1.62', '2.91', 'angles', 'attack', '15degree', 'mach', 'numbers', '6.8', '9.6', 'angles', 'attack', '25degree']"
cranfield0398,"['heat', 'transfer', 'turbulent', 'shear', 'flow', 'problems', 'heat', 'transfer', 'turbulent', 'shear', 'flow', 'along', 'smooth', 'wall', 'discussed', 'point', 'view', 'von', 'karman', ""'s"", 'well-known', '1939', 'paper', 'analogy', 'fluid', 'friction', 'heat', 'transfer', 'methods', 'extending', 'analysis', 'higher', 'prandtl', 'numbers', 'suggested']"
cranfield0996,"['extension', 'boundary', 'layer', 'separation', 'criteria', 'm=6', '.5', 'utilizing', 'flat', 'plates', 'forward-facing', 'steps', 'experimental', 'investigation', 'made', 'separation', 'phenomena', 'flat', 'plate', 'forwardfacing', 'steps', 'attached', 'force', 'separation', 'laminar', 'turbulent', 'flows', 'investigated', 'mach', 'number', 'range', 'approximately', 'distributions', 'shadowgraph', 'chemical', 'film', 'techniques', 'pressure', 'rise', 'separation', 'laminar', 'plateau', 'pressure', 'turbulent', 'peak', 'pressure', 'determined', 'boundarylayer', 'surveys', 'made', 'smooth', 'flat', 'plate', 'flat', 'plate', 'roughness', 'force', 'transition', 'examinations', 'separated', 'flow', 'showed', 'predominant', 'variable', 'determination', 'pressure', 'distribution', 'location', 'transition', 'relative', 'separation', 'point', 'reattachment', 'pure', 'laminar', 'transitional', 'turbulent', 'types', 'separation', 'found', 'mach', 'number', 'range', 'peak', 'staticpressure-rise', 'ratios', 'identical', 'forward-facing', 'steps', 'mach', 'number', '6.25', 'approximately', '1.5', '5.0', 'respectively', 'pure', 'laminar', 'turbulent', 'separation', 'effect', 'reynolds', 'number', 'peak', 'pressure', 'rise', 'turbulent', 'separation', 'lower', 'mach', 'number', 'range', 'found', 'minor', 'provided', 'step', 'height', 'order', 'boundary-layer', 'thickness', 'mach', 'number', 'increased', 'peak', 'pressure', 'coefficient', 'turbulent', 'separation', 'decreased', 'approximately', '0.18', 'mach', 'number', '4', '0.13', 'mach', 'number', '6.25', 'pressure', 'coefficient', 'separation', 'point', 'laminar', 'separation', 'decreases', 'approximately', '0.014', 'mach', 'number', 'value', 'mach', 'number', '6.5', 'results', 'obtained', 'forward-facing', 'steps', 'agree', 'trends', 'predicted', 'based', 'upon', 'lower', 'mach', 'number', 'studies']"
cranfield1078,"['steady', 'flow', 'viscous', 'fluid', 'past', 'circular', 'cylinder', 'reynolds', 'numbers', '40', '44', 'paper', 'describes', 'numerical', 'solution', 'complete', 'navierstokes', 'equations', 'steady', 'flow', 'incompressible', 'viscous', 'fluid', 'unlimited', 'extent', 'past', 'circular', 'cylinder', 'reynolds', 'number', '40', 'new', 'device', 'developed', 'numerical', 'solution', 'described', 'results', 'investigation', '..', 'good', 'agreement', 'experimental', 'results', 'higher', 'reynolds', 'numbers', 'even', 'though', 'may', 'exist', 'nature', 'solution', 'obtained', 'reynolds', 'number', '44', 'carried', 'accuracy', 'solution', 'reynolds', 'number', '40', 'portion', 'cylinder', 'continues', 'increase', 'reynolds', 'number', 'steady-state', 'solutions', 'reynolds', 'number', '44', 'indication', 'found', 'process', 'continue', 'reynolds', 'number', 'increased', 'beyond', '44']"
cranfield0737,"['analysis', 'elastic', 'plates', 'variable', 'thickness', 'extensional', 'flexural', 'equations', 'governing', 'elastic', 'behaviour', 'plate', 'variable', 'thickness', 'expressed', 'terms', 'laplacian', 'operator', 'temperature', 'variations', 'plane', 'plate', 'across', 'thickness', 'plate', 'taken', 'account', 'general', 'solutions', 'given', 'rectangular', 'plate', 'whose', 'thickness', 'varies', 'exponentially', 'along', 'length', 'circular', 'annular', 'plate', 'whose', 'thickness', 'varies', 'power', 'radius', 'large-deflexion', 'equations', 'including', 'effects', 'initial', 'irregularities', 'also', 'discussed']"
cranfield0505,"['transition', 'measurements', 'cones', 'free', 'flight', 'ballistics', 'range', 'tests', 'navy-sponsored', 'experimental', 'investigation', 'location', 'boundary-layer', 'transition', 'sharp-nosed', 'cones', '10', 'total', 'angles', 'ambient', 'temperature', 'portion', 'aeroballistics', 'range', 'varied', 'obtain', 'different', 'adiabatic', 'recovery', 'temperatures', 'constant', 'nominal', 'mach', 'number', '3.1', 'location', 'transition', 'expressed', 'transition', 'reynolds', 'number', 'results', 'presented', 'graphically', 'function', 'ratio', 'wall', 'temperature', 'adiabatic', 'recovery', 'temperature']"
cranfield0161,"['supersonic', 'flow', 'past', 'family', 'blunt', 'symmetric', 'bodies', '100', 'numerical', 'computations', 'carried', 'unyawed', 'bodies', 'revolution', 'detached', 'bow', 'waves', 'gas', 'assumed', 'perfect', 'free-stream', 'mach', 'numbers', 'taken', '1.2', '1.5', '2', '3', '4', '6', '10', 'results', 'summarized', 'emphasis', 'sphere', 'paraboloid']"
cranfield0353,"['effect', 'helium', 'injection', 'axially', 'symmetric', 'stagnation', 'point', 'effective', 'means', 'protecting', 'surface', 'hypersonic', 're-entry', 'vehicle', 'inject', 'small', 'quantities', 'lightweight', 'gas', 'boundary', 'layer', 'porous', 'wall', 'process', 'known', 'mass-transfer', 'cooling', 'protects', 'surface', 'two', 'ways', 'first', 'injected', 'gas', 'coolant', 'passes', 'reservoir', 'wall', 'surface', 'considerable', 'quantity', 'heat', 'absorbed', 'temperature', 'raised', 'reservoir', 'temperature', 'wall', 'surface', 'temperature', 'characteristically', 'lightweight', 'gases', 'relatively', 'high', 'specific', 'heats', 'secondly', 'transfer', 'mass', 'enthalpy', 'convection', 'diffusion', 'normal', 'surface', 'alters', 'characteristics', 'boundary', 'layer', 'manner', 'reduce', 'temperature', 'gradient', 'wall', 'hence', 'conductive', 'heat', 'transfer', 'wall', 'sometimes', 'referred', 'blowing', 'effect']"
cranfield1281,"['turbulent', 'heat', 'transfer', 'blunt-nosed', 'bodies', 'two-dimensional', 'general', 'three-dimensional', 'hypersonic', 'flow', 'recent', 'results', 'obtained', 'three-dimensional', 'laminar', 'boundary', 'layers', 'extended', 'turbulent', 'case', 'shown', 'presence', 'highly', 'cooled', 'surfaces', 'moderate', 'mach', 'numbers', 'outer', 'stream', 'crossflow', 'pertaining', 'reynolds', 'stresses', 'general', 'three-dimensional', 'turbulent', 'boundary', 'layer', 'negligible', 'even', 'large', 'transverse', 'pressure', 'gradients', 'correlation', 'due', 'mager', 'two-dimensional', 'compressible', 'incompressible', 'turbulent', 'boundary', 'layers', 'extended', 'problem', 'question', 'study', 'transformation', 'implications', 'rapid', 'method', 'analysis', 'boundary-layer', 'flow', 'subject', 'conditions', 'established', 'absence', 'general', 'three-dimensional', 'data', 'comparison', 'experiments', 'predictions', 'known', 'analyses', 'carried', 'several', 'axisymmetric', 'configurations', 'results', 'method', 'presented', 'exhibit', 'good', 'agreement', 'data', 'range', 'validity', 'cold', 'wall', 'approximation', 'general', 'three-dimensional', 'problems', 'estimated', 'qualitatively', 'basis', 'recent', 'measurements', 'laminar', 'flow', 'argument', 'either', 'zero', 'favorable', 'streamwise', 'pressure', 'gradients', 'smaller', 'threedimensional', 'effects', 'expected', 'turbulent', 'boundary', 'layer', 'compared', 'laminar', 'layer']"
cranfield0195,"['correlation', 'theoretical', 'photo-thermoelastic', 'results', 'thermal', 'stresses', 'idealized', 'wing', 'structure', 'rather', 'complete', 'exploratory', 'program', 'described', 'previous', 'papers', 'photothermoelastic', 'method', 'applied', 'experimental', 'evaluation', 'thermal-stress', 'theories', 'new', 'technique', 'correlated', 'several', 'theories', 'analyzed', 'transient', 'thermal', 'stresses', 'idealized', 'wing', 'structures', 'high-speed', 'aircraft', 'various', 'theories', 'investigated', 'represented', 'idealized', 'wing', 'models', 'differed', 'simplifying', 'assumptions', 'regarding', 'temperature', 'distributions', 'skin', 'webs', 'theories', 'evaluated', 'duplicating', 'boundary', 'initial', 'conditions', 'plastic', 'models', 'correlating', 'theories', 'observed', 'fringe', 'orders', 'nondimensional', 'form', 'significant', 'general', 'conclusion', 'reached', 'correlating', 'available', 'theories', 'experimental', 'results', 'owing', 'simplifying', 'assumptions', 'concerning', 'thermal', 'behavior', 'flanges', 'thermal', 'stresses', 'predicted', 'available', 'theories', 'higher', 'experimental', 'observation', 'cases', 'discrepancy', 'great', '30', 'per', 'cent']"
cranfield1047,"['bending', 'strength', 'pressurized', 'cylinders', 'described', 'attributed', 'russian', 'investigator', 'v.', 'g.', 'galerkin', 'whose', 'original', 'papers', 'inaccessible', 'present', 'writer', 'knowledge', 'method', 'derived', 'description', 'given', 'paper', 'e.', 'p.', 'grossman', 'grossman', 'states', 'method', 'given', 'galerkin', 'treatise', 'p.', '897', 'applications', 'oscillation', 'problems', 'first', 'made', 'v.', 'p.', 'lyskov', 'pointed', 'grossman', 'galerkin', ""'s"", 'process', 'applications', 'mechanics', 'leads', 'results', 'lagrange', ""'s"", 'principle', 'virtual', 'work', 'employs', 'special', 'co-ordinate', 'system', 'method', 'galerkin', 'belongs', 'general', 'class', 'rayleigh', 'ritz', 'seeks', 'obtain', 'approximate', 'solution', 'differential', 'equation', 'given', 'boundary', 'conditions', 'taking', 'function', 'satisfies', 'conditions', 'exactly', 'proceeds', 'specialise', 'function', 'manner', 'secure', 'approximate', 'satisfaction', 'differential', 'equation', 'selected', 'function', 'linear', 'combination', 'n', 'independent', 'functions', 'coefficients', 'determined', 'process', 'integration', 'galerkin', 'process', 'considered', 'two', 'points', 'view', 'simply', 'means', 'approximate', 'solution', 'differential', 'equations', 'treatment', 'problems', 'concerning', 'statics', 'dynamics', 'elastic', 'deformable', 'bodies', 'two', 'aspects', 'treated', 'separately', 'parts', '1', '2', 'paper', 'respectively', 'briefly', 'discussed', 'satisfies', 'boundary', 'conditions', 'differential', 'equation', 'since', 'result', 'zero', 'error', 'differential', 'equation', 'galerkin', 'process', 'consists', 'choosing', 'n', 'coefficients', 'function', 'manner', 'n', 'distinct', 'weighted', 'means', 'error', 'taken', 'throughout', 'certain', 'range', 'representation', 'shall', 'zero', 'generalised', 'force', 'multipliers', 'used', 'weight', 'errors', 'virtual', 'displacements', 'corresponding', 'increments', 'generalised', 'co-ordinates', 'turn', 'thus', 'vanishing', 'weighted', 'mean', 'interpreted', 'vanishing', 'virtual', 'work', 'appropriate', 'displacement', 'degree', 'accuracy', 'attaindd', 'increased', 'indefinitely', 'increasing', 'number', 'independent', 'functions', 'employed', 'entails', 'great', 'increase', 'labour', 'however', 'functions', 'well', 'chosen', 'excellent', 'approximation', 'obtained', 'use', 'small', 'number', 'sufficiently', 'shown', 'examples', 'included', 'paper']"
